Venue,Division,Season,Date,Round,URL,Player,First Thrower,Opponent,Leg,Total Darts,Result,Throw_1,Throw_2,Throw_3,Throw_4,Throw_5,Throw_6,Throw_7,Throw_8,Throw_9,Throw_10,Throw_11,Throw_12,Throw_13,Throw_14,Throw_15,Throw_16
Ruislip,,,22-11-2025,Final,https://www.dartsatlas.com/matches/u1a6ZWnzYdGZ,John Mcdermott,First,George Whyte,6,21,LOST,60,44,59,100,60,98,60,,,,,,,,,
Ruislip,,,22-11-2025,Final,https://www.dartsatlas.com/matches/u1a6ZWnzYdGZ,George Whyte,First,John Mcdermott,7,33,WON,43,57,58,90,91,122,0,30,0,6,4,,,,,
Ruislip,,,22-11-2025,Final,https://www.dartsatlas.com/matches/u1a6ZWnzYdGZ,John Mcdermott,Second,George Whyte,7,30,LOST,83,60,24,60,43,59,94,72,0,0,,,,,,
Ruislip,,,22-11-2025,Final,https://www.dartsatlas.com/matches/u1a6ZWnzYdGZ,George Whyte,Second,John Mcdermott,8,20,WON,100,56,83,140,56,46,20,,,,,,,,,
Ruislip,,,22-11-2025,Final,https://www.dartsatlas.com/matches/u1a6ZWnzYdGZ,John Mcdermott,First,George Whyte,8,21,LOST,91,21,140,59,40,60,34,,,,,,,,,
Ruislip,,,22-11-2025,Semi-Final,https://www.dartsatlas.com/matches/HUOT9X0YJCqk,George Whyte,First,Kieran Parsons,1,20,WON,96,22,93,81,100,59,50,,,,,,,,,
Ruislip,,,22-11-2025,Semi-Final,https://www.dartsatlas.com/matches/HUOT9X0YJCqk,Kieran Parsons,Second,George Whyte,1,18,LOST,42,180,85,60,54,40,,,,,,,,,,
Ruislip,,,22-11-2025,Semi-Final,https://www.dartsatlas.com/matches/HUOT9X0YJCqk,George Whyte,Second,Kieran Parsons,2,21,WON,99,84,45,48,100,105,20,,,,,,,,,
Ruislip,,,22-11-2025,Semi-Final,https://www.dartsatlas.com/matches/HUOT9X0YJCqk,Kieran Parsons,First,George Whyte,2,21,LOST,82,43,81,100,45,88,22,,,,,,,,,
Ruislip,,,22-11-2025,Semi-Final,https://www.dartsatlas.com/matches/HUOT9X0YJCqk,George Whyte,First,Kieran Parsons,3,17,WON,57,137,84,53,89,81,,,,,,,,,,
Ruislip,,,22-11-2025,Semi-Final,https://www.dartsatlas.com/matches/HUOT9X0YJCqk,Kieran Parsons,Second,George Whyte,3,15,LOST,100,99,43,27,66,,,,,,,,,,,
Ruislip,,,22-11-2025,Semi-Final,https://www.dartsatlas.com/matches/HUOT9X0YJCqk,George Whyte,Second,Kieran Parsons,4,15,WON,100,83,140,78,100,,,,,,,,,,,
Ruislip,,,22-11-2025,Semi-Final,https://www.dartsatlas.com/matches/HUOT9X0YJCqk,Kieran Parsons,First,George Whyte,4,15,LOST,80,81,43,42,100,,,,,,,,,,,
Ruislip,,,22-11-2025,Semi-Final,https://www.dartsatlas.com/matches/HUOT9X0YJCqk,George Whyte,First,Kieran Parsons,5,22,WON,81,60,57,100,59,44,68,32,,,,,,,,
Ruislip,,,22-11-2025,Semi-Final,https://www.dartsatlas.com/matches/HUOT9X0YJCqk,Kieran Parsons,Second,George Whyte,5,21,LOST,30,45,42,99,58,91,64,,,,,,,,,
Ruislip,,,22-11-2025,Semi-Final,https://www.dartsatlas.com/matches/HKsKrujiZod4,John Mcdermott,First,Charlie Green,1,33,WON,59,81,60,43,54,140,48,0,0,0,16,,,,,
Ruislip,,,22-11-2025,Semi-Final,https://www.dartsatlas.com/matches/HKsKrujiZod4,Charlie Green,Second,John Mcdermott,1,30,LOST,42,25,93,45,60,100,41,55,30,0,,,,,,
Ruislip,,,22-11-2025,Semi-Final,https://www.dartsatlas.com/matches/HKsKrujiZod4,John Mcdermott,Second,Charlie Green,2,26,WON,41,22,100,42,45,82,44,109,16,,,,,,,
Ruislip,,,22-11-2025,Semi-Final,https://www.dartsatlas.com/matches/HKsKrujiZod4,Charlie Green,First,John Mcdermott,2,27,LOST,100,43,30,60,98,56,94,10,5,,,,,,,
Ruislip,,,22-11-2025,Semi-Final,https://www.dartsatlas.com/matches/HKsKrujiZod4,John Mcdermott,First,Charlie Green,3,24,WON,81,83,45,60,100,60,32,40,,,,,,,,
Ruislip,,,22-11-2025,Semi-Final,https://www.dartsatlas.com/matches/HKsKrujiZod4,Charlie Green,Second,John Mcdermott,3,21,LOST,100,44,45,100,45,42,85,,,,,,,,,
Ruislip,,,22-11-2025,Semi-Final,https://www.dartsatlas.com/matches/HKsKrujiZod4,John Mcdermott,Second,Charlie Green,4,19,WON,134,119,81,86,69,6,6,,,,,,,,,
Ruislip,,,22-11-2025,Semi-Final,https://www.dartsatlas.com/matches/HKsKrujiZod4,Charlie Green,First,John Mcdermott,4,21,LOST,43,93,95,60,26,100,59,,,,,,,,,
Ruislip,,,22-11-2025,Semi-Final,https://www.dartsatlas.com/matches/HKsKrujiZod4,John Mcdermott,First,Charlie Green,5,24,LOST,34,81,60,81,59,60,58,36,,,,,,,,
Ruislip,,,22-11-2025,Semi-Final,https://www.dartsatlas.com/matches/HKsKrujiZod4,Charlie Green,Second,John Mcdermott,5,24,WON,60,48,60,41,59,133,60,40,,,,,,,,
Ruislip,,,22-11-2025,Semi-Final,https://www.dartsatlas.com/matches/HKsKrujiZod4,John Mcdermott,Second,Charlie Green,6,19,WON,38,180,33,121,104,17,8,,,,,,,,,
Ruislip,,,22-11-2025,Semi-Final,https://www.dartsatlas.com/matches/HKsKrujiZod4,Charlie Green,First,John Mcdermott,6,21,LOST,40,100,100,38,56,60,83,,,,,,,,,
Ruislip,,,22-11-2025,Quarter-Final,https://www.dartsatlas.com/matches/dcbBHYG0fY6f,George Whyte,Second,Ryan Howard,1,17,WON,100,83,140,100,58,20,,,,,,,,,,
Ruislip,,,22-11-2025,Quarter-Final,https://www.dartsatlas.com/matches/dcbBHYG0fY6f,Ryan Howard,First,George Whyte,1,18,LOST,46,42,58,87,82,42,,,,,,,,,,
Ruislip,,,22-11-2025,Quarter-Final,https://www.dartsatlas.com/matches/dcbBHYG0fY6f,George Whyte,First,Ryan Howard,2,18,LOST,41,60,58,100,25,30,,,,,,,,,,
Ruislip,,,22-11-2025,Quarter-Final,https://www.dartsatlas.com/matches/dcbBHYG0fY6f,Ryan Howard,Second,George Whyte,2,18,WON,100,60,43,140,79,79,,,,,,,,,,
Ruislip,,,22-11-2025,Quarter-Final,https://www.dartsatlas.com/matches/dcbBHYG0fY6f,George Whyte,Second,Ryan Howard,3,24,WON,59,45,28,99,140,40,50,40,,,,,,,,
Ruislip,,,22-11-2025,Quarter-Final,https://www.dartsatlas.com/matches/dcbBHYG0fY6f,Ryan Howard,First,George Whyte,3,24,LOST,81,57,49,58,100,40,42,34,,,,,,,,
Ruislip,,,22-11-2025,Quarter-Final,https://www.dartsatlas.com/matches/dcbBHYG0fY6f,George Whyte,First,Ryan Howard,4,17,WON,80,59,119,119,84,40,,,,,,,,,,
Ruislip,,,22-11-2025,Quarter-Final,https://www.dartsatlas.com/matches/dcbBHYG0fY6f,Ryan Howard,Second,George Whyte,4,15,LOST,24,58,140,60,85,,,,,,,,,,,
Ruislip,,,22-11-2025,Quarter-Final,https://www.dartsatlas.com/matches/dcbBHYG0fY6f,George Whyte,Second,Ryan Howard,5,15,LOST,40,77,138,140,48,,,,,,,,,,,
Ruislip,,,22-11-2025,Quarter-Final,https://www.dartsatlas.com/matches/dcbBHYG0fY6f,Ryan Howard,First,George Whyte,5,17,WON,84,100,137,45,59,76,,,,,,,,,,
Ruislip,,,22-11-2025,Quarter-Final,https://www.dartsatlas.com/matches/dcbBHYG0fY6f,George Whyte,First,Ryan Howard,6,17,WON,100,140,123,46,52,40,,,,,,,,,,
Ruislip,,,22-11-2025,Quarter-Final,https://www.dartsatlas.com/matches/dcbBHYG0fY6f,Ryan Howard,Second,George Whyte,6,15,LOST,43,54,60,60,44,,,,,,,,,,,
Ruislip,,,22-11-2025,Quarter-Final,https://www.dartsatlas.com/matches/Z0wemA3qdN7o,Kieran Parsons,Second,Jaime Message,1,23,WON,66,27,45,140,81,86,16,40,,,,,,,,
Ruislip,,,22-11-2025,Quarter-Final,https://www.dartsatlas.com/matches/Z0wemA3qdN7o,Jaime Message,First,Kieran Parsons,1,24,LOST,43,81,33,41,83,66,60,26,,,,,,,,
Ruislip,,,22-11-2025,Quarter-Final,https://www.dartsatlas.com/matches/Z0wemA3qdN7o,Kieran Parsons,First,Jaime Message,2,25,WON,80,119,26,21,47,85,29,54,40,,,,,,,
Ruislip,,,22-11-2025,Quarter-Final,https://www.dartsatlas.com/matches/Z0wemA3qdN7o,Jaime Message,Second,Kieran Parsons,2,24,LOST,60,22,70,30,24,56,45,118,,,,,,,,
Ruislip,,,22-11-2025,Quarter-Final,https://www.dartsatlas.com/matches/Z0wemA3qdN7o,Kieran Parsons,Second,Jaime Message,3,46,WON,60,80,45,45,46,36,47,52,82,0,4,0,0,0,0,4
Ruislip,,,22-11-2025,Quarter-Final,https://www.dartsatlas.com/matches/Z0wemA3qdN7o,Jaime Message,First,Kieran Parsons,3,48,LOST,100,60,60,81,60,40,34,46,10,0,0,6,0,0,0,0
Ruislip,,,22-11-2025,Quarter-Final,https://www.dartsatlas.com/matches/Z0wemA3qdN7o,Kieran Parsons,First,Jaime Message,4,37,WON,6,44,125,100,59,33,114,10,0,0,8,0,2,,,
Ruislip,,,22-11-2025,Quarter-Final,https://www.dartsatlas.com/matches/Z0wemA3qdN7o,Jaime Message,Second,Kieran Parsons,4,36,LOST,45,125,97,45,63,95,23,6,0,0,0,0,,,,
Ruislip,,,22-11-2025,Quarter-Final,https://www.dartsatlas.com/matches/d7TZcfHr8lbl,Adrian Boier,First,John Mcdermott,1,21,LOST,55,43,43,27,59,27,43,,,,,,,,,
Ruislip,,,22-11-2025,Quarter-Final,https://www.dartsatlas.com/matches/d7TZcfHr8lbl,John Mcdermott,Second,Adrian Boier,1,20,WON,140,45,60,28,58,84,86,,,,,,,,,
Ruislip,,,22-11-2025,Quarter-Final,https://www.dartsatlas.com/matches/d7TZcfHr8lbl,Adrian Boier,Second,John Mcdermott,2,24,LOST,100,31,84,72,83,94,29,0,,,,,,,,
Ruislip,,,22-11-2025,Quarter-Final,https://www.dartsatlas.com/matches/d7TZcfHr8lbl,John Mcdermott,First,Adrian Boier,2,26,WON,62,80,140,81,80,38,18,0,2,,,,,,,
Ruislip,,,22-11-2025,Quarter-Final,https://www.dartsatlas.com/matches/d7TZcfHr8lbl,Adrian Boier,First,John Mcdermott,3,21,WON,46,69,55,58,100,60,113,,,,,,,,,
Ruislip,,,22-11-2025,Quarter-Final,https://www.dartsatlas.com/matches/d7TZcfHr8lbl,John Mcdermott,Second,Adrian Boier,3,18,LOST,11,58,77,40,46,39,,,,,,,,,,
Ruislip,,,22-11-2025,Quarter-Final,https://www.dartsatlas.com/matches/d7TZcfHr8lbl,Adrian Boier,Second,John Mcdermott,4,15,LOST,41,46,100,82,85,,,,,,,,,,,
Ruislip,,,22-11-2025,Quarter-Final,https://www.dartsatlas.com/matches/d7TZcfHr8lbl,John Mcdermott,First,Adrian Boier,4,17,WON,76,100,81,100,79,65,,,,,,,,,,
Ruislip,,,22-11-2025,Quarter-Final,https://www.dartsatlas.com/matches/d7TZcfHr8lbl,Adrian Boier,First,John Mcdermott,5,24,LOST,58,66,58,60,21,100,27,43,,,,,,,,
Ruislip,,,22-11-2025,Quarter-Final,https://www.dartsatlas.com/matches/d7TZcfHr8lbl,John Mcdermott,Second,Adrian Boier,5,24,WON,60,100,60,40,42,60,99,40,,,,,,,,
Ruislip,,,22-11-2025,Quarter-Final,https://www.dartsatlas.com/matches/t3rvUCTzl8If,Charlie Green,First,Luke Jackman,1,17,WON,59,140,81,45,100,76,,,,,,,,,,
Ruislip,,,22-11-2025,Quarter-Final,https://www.dartsatlas.com/matches/t3rvUCTzl8If,Luke Jackman,Second,Charlie Green,1,15,LOST,100,59,58,22,17,,,,,,,,,,,
Ruislip,,,22-11-2025,Quarter-Final,https://www.dartsatlas.com/matches/t3rvUCTzl8If,Charlie Green,Second,Luke Jackman,2,18,LOST,45,27,84,121,100,78,,,,,,,,,,
Ruislip,,,22-11-2025,Quarter-Final,https://www.dartsatlas.com/matches/t3rvUCTzl8If,Luke Jackman,First,Charlie Green,2,20,WON,57,26,68,60,78,180,32,,,,,,,,,
Ruislip,,,22-11-2025,Quarter-Final,https://www.dartsatlas.com/matches/t3rvUCTzl8If,Charlie Green,First,Luke Jackman,3,18,LOST,60,59,60,95,57,75,,,,,,,,,,
Ruislip,,,22-11-2025,Quarter-Final,https://www.dartsatlas.com/matches/t3rvUCTzl8If,Luke Jackman,Second,Charlie Green,3,18,WON,180,85,66,45,65,60,,,,,,,,,,
Ruislip,,,22-11-2025,Quarter-Final,https://www.dartsatlas.com/matches/t3rvUCTzl8If,Charlie Green,Second,Luke Jackman,4,18,LOST,140,60,97,45,44,99,,,,,,,,,,
Ruislip,,,22-11-2025,Quarter-Final,https://www.dartsatlas.com/matches/t3rvUCTzl8If,Luke Jackman,First,Charlie Green,4,19,WON,100,140,100,135,18,6,2,,,,,,,,,
Ruislip,,,22-11-2025,Quarter-Final,https://www.dartsatlas.com/matches/t3rvUCTzl8If,Charlie Green,First,Luke Jackman,5,21,WON,60,45,45,140,60,89,62,,,,,,,,,
Ruislip,,,22-11-2025,Quarter-Final,https://www.dartsatlas.com/matches/t3rvUCTzl8If,Luke Jackman,Second,Charlie Green,5,18,LOST,60,16,40,140,125,80,,,,,,,,,,
Ruislip,,,22-11-2025,Quarter-Final,https://www.dartsatlas.com/matches/t3rvUCTzl8If,Charlie Green,Second,Luke Jackman,6,21,WON,60,140,60,43,140,18,40,,,,,,,,,
Ruislip,,,22-11-2025,Quarter-Final,https://www.dartsatlas.com/matches/t3rvUCTzl8If,Luke Jackman,First,Charlie Green,6,21,LOST,135,55,81,28,138,56,4,,,,,,,,,
Ruislip,,,22-11-2025,Quarter-Final,https://www.dartsatlas.com/matches/t3rvUCTzl8If,Charlie Green,First,Luke Jackman,7,27,WON,41,40,56,100,81,83,40,20,40,,,,,,,
Ruislip,,,22-11-2025,Quarter-Final,https://www.dartsatlas.com/matches/t3rvUCTzl8If,Luke Jackman,Second,Charlie Green,7,24,LOST,81,100,41,100,59,28,44,38,,,,,,,,
Ruislip,,,22-11-2025,Last 16,https://www.dartsatlas.com/matches/jk7uyL4eFXzk,George Whyte,First,Tomasz Lach,1,18,WON,125,60,60,100,76,80,,,,,,,,,,
Ruislip,,,22-11-2025,Last 16,https://www.dartsatlas.com/matches/jk7uyL4eFXzk,Tomasz Lach,Second,George Whyte,1,15,LOST,45,45,14,41,76,,,,,,,,,,,
Ruislip,,,22-11-2025,Last 16,https://www.dartsatlas.com/matches/jk7uyL4eFXzk,George Whyte,Second,Tomasz Lach,2,15,WON,60,100,180,99,62,,,,,,,,,,,
Ruislip,,,22-11-2025,Last 16,https://www.dartsatlas.com/matches/jk7uyL4eFXzk,Tomasz Lach,First,George Whyte,2,15,LOST,11,26,26,117,133,,,,,,,,,,,
Ruislip,,,22-11-2025,Last 16,https://www.dartsatlas.com/matches/jk7uyL4eFXzk,George Whyte,First,Tomasz Lach,3,14,WON,85,180,98,98,40,,,,,,,,,,,
Ruislip,,,22-11-2025,Last 16,https://www.dartsatlas.com/matches/jk7uyL4eFXzk,Tomasz Lach,Second,George Whyte,3,12,LOST,52,47,26,32,,,,,,,,,,,,
Ruislip,,,22-11-2025,Last 16,https://www.dartsatlas.com/matches/jk7uyL4eFXzk,George Whyte,Second,Tomasz Lach,4,19,WON,60,97,93,91,44,96,20,,,,,,,,,
Ruislip,,,22-11-2025,Last 16,https://www.dartsatlas.com/matches/jk7uyL4eFXzk,Tomasz Lach,First,George Whyte,4,21,LOST,66,123,140,100,24,18,0,,,,,,,,,
Ruislip,,,22-11-2025,Last 16,https://www.dartsatlas.com/matches/N6m77fxvxwYx,Chris Ludlow,Second,Ryan Howard,1,21,LOST,59,58,45,125,40,44,68,,,,,,,,,
Ruislip,,,22-11-2025,Last 16,https://www.dartsatlas.com/matches/N6m77fxvxwYx,Ryan Howard,First,Chris Ludlow,1,23,WON,26,45,41,137,60,84,48,60,,,,,,,,
Ruislip,,,22-11-2025,Last 16,https://www.dartsatlas.com/matches/N6m77fxvxwYx,Chris Ludlow,First,Ryan Howard,2,18,LOST,23,80,80,44,85,78,,,,,,,,,,
Ruislip,,,22-11-2025,Last 16,https://www.dartsatlas.com/matches/N6m77fxvxwYx,Ryan Howard,Second,Chris Ludlow,2,17,WON,100,140,41,78,102,40,,,,,,,,,,
Ruislip,,,22-11-2025,Last 16,https://www.dartsatlas.com/matches/N6m77fxvxwYx,Chris Ludlow,Second,Ryan Howard,3,21,WON,58,85,125,9,96,52,76,,,,,,,,,
Ruislip,,,22-11-2025,Last 16,https://www.dartsatlas.com/matches/N6m77fxvxwYx,Ryan Howard,First,Chris Ludlow,3,21,LOST,100,60,85,45,60,59,47,,,,,,,,,
Ruislip,,,22-11-2025,Last 16,https://www.dartsatlas.com/matches/N6m77fxvxwYx,Chris Ludlow,First,Ryan Howard,4,27,LOST,85,100,66,50,40,45,99,8,4,,,,,,,
Ruislip,,,22-11-2025,Last 16,https://www.dartsatlas.com/matches/N6m77fxvxwYx,Ryan Howard,Second,Chris Ludlow,4,26,WON,41,97,92,96,87,5,18,45,20,,,,,,,
Ruislip,,,22-11-2025,Last 16,https://www.dartsatlas.com/matches/N6m77fxvxwYx,Chris Ludlow,Second,Ryan Howard,5,24,LOST,38,41,85,85,45,81,58,36,,,,,,,,
Ruislip,,,22-11-2025,Last 16,https://www.dartsatlas.com/matches/N6m77fxvxwYx,Ryan Howard,First,Chris Ludlow,5,26,WON,82,22,58,60,81,44,46,44,64,,,,,,,
Ruislip,,,22-11-2025,Last 16,https://www.dartsatlas.com/matches/m5fs5gWRjct2,Steve Henry,Second,Kieran Parsons,1,21,LOST,60,45,97,58,57,67,51,,,,,,,,,
Ruislip,,,22-11-2025,Last 16,https://www.dartsatlas.com/matches/m5fs5gWRjct2,Kieran Parsons,First,Steve Henry,1,23,WON,100,45,80,24,44,59,99,50,,,,,,,,
Ruislip,,,22-11-2025,Last 16,https://www.dartsatlas.com/matches/m5fs5gWRjct2,Steve Henry,First,Kieran Parsons,2,24,WON,60,28,95,44,57,83,45,89,,,,,,,,
Ruislip,,,22-11-2025,Last 16,https://www.dartsatlas.com/matches/m5fs5gWRjct2,Kieran Parsons,Second,Steve Henry,2,21,LOST,45,46,45,85,55,45,28,,,,,,,,,
Ruislip,,,22-11-2025,Last 16,https://www.dartsatlas.com/matches/m5fs5gWRjct2,Steve Henry,Second,Kieran Parsons,3,21,LOST,133,95,88,45,38,50,12,,,,,,,,,
Ruislip,,,22-11-2025,Last 16,https://www.dartsatlas.com/matches/m5fs5gWRjct2,Kieran Parsons,First,Steve Henry,3,24,WON,60,22,135,44,42,44,94,60,,,,,,,,
Ruislip,,,22-11-2025,Last 16,https://www.dartsatlas.com/matches/m5fs5gWRjct2,Steve Henry,First,Kieran Parsons,4,32,WON,83,43,25,29,95,59,99,48,0,15,5,,,,,
Ruislip,,,22-11-2025,Last 16,https://www.dartsatlas.com/matches/m5fs5gWRjct2,Kieran Parsons,Second,Steve Henry,4,30,LOST,43,100,45,40,99,93,26,35,10,0,,,,,,
Ruislip,,,22-11-2025,Last 16,https://www.dartsatlas.com/matches/m5fs5gWRjct2,Steve Henry,Second,Kieran Parsons,5,18,LOST,45,57,45,95,93,29,,,,,,,,,,
Ruislip,,,22-11-2025,Last 16,https://www.dartsatlas.com/matches/m5fs5gWRjct2,Kieran Parsons,First,Steve Henry,5,21,WON,45,85,45,44,140,94,48,,,,,,,,,
Ruislip,,,22-11-2025,Last 16,https://www.dartsatlas.com/matches/m5fs5gWRjct2,Steve Henry,First,Kieran Parsons,6,33,LOST,25,60,58,33,57,55,42,97,24,30,10,,,,,
Ruislip,,,22-11-2025,Last 16,https://www.dartsatlas.com/matches/m5fs5gWRjct2,Kieran Parsons,Second,Steve Henry,6,31,WON,60,28,140,45,44,32,26,46,40,0,40,,,,,
Ruislip,,,22-11-2025,Last 16,https://www.dartsatlas.com/matches/gUMSrp5OQRL9,Jaime Message,Second,Jake Willingham,1,29,WON,45,43,21,68,60,60,100,40,44,20,,,,,,
Ruislip,,,22-11-2025,Last 16,https://www.dartsatlas.com/matches/gUMSrp5OQRL9,Jake Willingham,First,Jaime Message,1,30,LOST,25,26,3,40,11,61,30,30,23,95,,,,,,
Ruislip,,,22-11-2025,Last 16,https://www.dartsatlas.com/matches/gUMSrp5OQRL9,Jaime Message,First,Jake Willingham,2,23,WON,81,140,43,58,41,58,26,54,,,,,,,,
Ruislip,,,22-11-2025,Last 16,https://www.dartsatlas.com/matches/gUMSrp5OQRL9,Jake Willingham,Second,Jaime Message,2,21,LOST,65,18,60,44,43,39,26,,,,,,,,,
Ruislip,,,22-11-2025,Last 16,https://www.dartsatlas.com/matches/gUMSrp5OQRL9,Jaime Message,Second,Jake Willingham,3,28,WON,58,40,60,30,43,60,21,29,140,20,,,,,,
Ruislip,,,22-11-2025,Last 16,https://www.dartsatlas.com/matches/gUMSrp5OQRL9,Jake Willingham,First,Jaime Message,3,30,LOST,30,73,134,39,30,23,11,61,60,0,,,,,,
Ruislip,,,22-11-2025,Last 16,https://www.dartsatlas.com/matches/gUMSrp5OQRL9,Jaime Message,First,Jake Willingham,4,33,WON,45,60,41,42,45,34,46,60,78,46,4,,,,,
Ruislip,,,22-11-2025,Last 16,https://www.dartsatlas.com/matches/gUMSrp5OQRL9,Jake Willingham,Second,Jaime Message,4,30,LOST,1,38,33,76,57,40,53,17,125,36,,,,,,
Ruislip,,,22-11-2025,Last 16,https://www.dartsatlas.com/matches/50szryrOgWLG,Adrian Boier,First,George Price,1,31,WON,45,43,40,59,54,41,27,50,110,0,32,,,,,
Ruislip,,,22-11-2025,Last 16,https://www.dartsatlas.com/matches/50szryrOgWLG,George Price,Second,Adrian Boier,1,30,LOST,26,21,45,53,26,29,30,9,44,45,,,,,,
Ruislip,,,22-11-2025,Last 16,https://www.dartsatlas.com/matches/50szryrOgWLG,Adrian Boier,Second,George Price,2,30,LOST,36,43,45,59,58,40,24,100,56,8,,,,,,
Ruislip,,,22-11-2025,Last 16,https://www.dartsatlas.com/matches/50szryrOgWLG,George Price,First,Adrian Boier,2,33,WON,36,25,100,66,45,26,97,50,47,5,4,,,,,
Ruislip,,,22-11-2025,Last 16,https://www.dartsatlas.com/matches/50szryrOgWLG,Adrian Boier,First,George Price,3,30,LOST,45,84,65,85,58,99,12,33,0,10,,,,,,
Ruislip,,,22-11-2025,Last 16,https://www.dartsatlas.com/matches/50szryrOgWLG,George Price,Second,Adrian Boier,3,29,WON,41,38,55,60,30,59,125,0,39,54,,,,,,
Ruislip,,,22-11-2025,Last 16,https://www.dartsatlas.com/matches/50szryrOgWLG,Adrian Boier,Second,George Price,4,43,WON,28,58,58,37,41,83,100,21,39,8,12,0,0,0,16,
Ruislip,,,22-11-2025,Last 16,https://www.dartsatlas.com/matches/50szryrOgWLG,George Price,First,Adrian Boier,4,45,LOST,41,26,55,99,46,41,53,40,60,18,8,12,0,0,0,
Ruislip,,,22-11-2025,Last 16,https://www.dartsatlas.com/matches/50szryrOgWLG,Adrian Boier,First,George Price,5,16,WON,60,180,140,81,0,40,,,,,,,,,,
Ruislip,,,22-11-2025,Last 16,https://www.dartsatlas.com/matches/50szryrOgWLG,George Price,Second,Adrian Boier,5,15,LOST,43,45,60,45,60,,,,,,,,,,,
Ruislip,,,22-11-2025,Last 16,https://www.dartsatlas.com/matches/50szryrOgWLG,Adrian Boier,Second,George Price,6,27,WON,100,53,85,59,45,59,45,15,40,,,,,,,
Ruislip,,,22-11-2025,Last 16,https://www.dartsatlas.com/matches/50szryrOgWLG,George Price,First,Adrian Boier,6,27,LOST,28,100,26,45,92,60,52,41,39,,,,,,,
Ruislip,,,22-11-2025,Last 16,https://www.dartsatlas.com/matches/VKIFRagSJShC,John Mcdermott,Second,Charlie Hardie,1,19,WON,100,100,85,100,44,48,24,,,,,,,,,
Ruislip,,,22-11-2025,Last 16,https://www.dartsatlas.com/matches/VKIFRagSJShC,Charlie Hardie,First,John Mcdermott,1,21,LOST,60,40,60,95,60,59,28,,,,,,,,,
Ruislip,,,22-11-2025,Last 16,https://www.dartsatlas.com/matches/VKIFRagSJShC,John Mcdermott,First,Charlie Hardie,2,31,WON,63,60,21,40,60,43,59,23,107,9,16,,,,,
Ruislip,,,22-11-2025,Last 16,https://www.dartsatlas.com/matches/VKIFRagSJShC,Charlie Hardie,Second,John Mcdermott,2,30,LOST,59,2,59,45,57,17,90,60,42,62,,,,,,
Ruislip,,,22-11-2025,Last 16,https://www.dartsatlas.com/matches/VKIFRagSJShC,John Mcdermott,Second,Charlie Hardie,3,24,LOST,26,83,83,80,43,45,55,56,,,,,,,,
Ruislip,,,22-11-2025,Last 16,https://www.dartsatlas.com/matches/VKIFRagSJShC,Charlie Hardie,First,John Mcdermott,3,27,WON,11,45,57,121,79,57,46,25,60,,,,,,,
Ruislip,,,22-11-2025,Last 16,https://www.dartsatlas.com/matches/VKIFRagSJShC,John Mcdermott,First,Charlie Hardie,4,26,WON,43,100,43,44,45,69,67,50,40,,,,,,,
