Venue,Division,Season,Date,Round,URL,Player,First Thrower,Opponent,Leg,Total Darts,Result,Throw_1,Throw_2,Throw_3,Throw_4,Throw_5,Throw_6,Throw_7,Throw_8,Throw_9,Throw_10
Hammersmith,,,12-09-2025,Quarter-Final,https://www.dartsatlas.com/matches/DYmMVZqrTg47,Tom Riding,First,Colm Mc Girl,1,18,WON,100,140,43,60,100,58,,,,
Hammersmith,,,12-09-2025,Quarter-Final,https://www.dartsatlas.com/matches/DYmMVZqrTg47,Colm Mc Girl,Second,Tom Riding,1,15,LOST,45,60,41,60,59,,,,,
Hammersmith,,,12-09-2025,Quarter-Final,https://www.dartsatlas.com/matches/DYmMVZqrTg47,Tom Riding,Second,Colm Mc Girl,2,18,LOST,96,36,76,100,95,86,,,,
Hammersmith,,,12-09-2025,Quarter-Final,https://www.dartsatlas.com/matches/DYmMVZqrTg47,Colm Mc Girl,First,Tom Riding,2,20,WON,60,140,45,81,60,75,40,,,
Hammersmith,,,12-09-2025,Quarter-Final,https://www.dartsatlas.com/matches/DYmMVZqrTg47,Tom Riding,First,Colm Mc Girl,3,21,LOST,60,140,57,100,60,48,27,,,
Hammersmith,,,12-09-2025,Quarter-Final,https://www.dartsatlas.com/matches/DYmMVZqrTg47,Colm Mc Girl,Second,Tom Riding,3,21,WON,60,100,55,100,80,52,54,,,
Hammersmith,,,12-09-2025,Quarter-Final,https://www.dartsatlas.com/matches/DYmMVZqrTg47,Tom Riding,Second,Colm Mc Girl,4,18,LOST,100,43,77,61,60,140,,,,
Hammersmith,,,12-09-2025,Quarter-Final,https://www.dartsatlas.com/matches/DYmMVZqrTg47,Colm Mc Girl,First,Tom Riding,4,21,WON,45,100,85,30,100,41,100,,,
Hammersmith,,,12-09-2025,Quarter-Final,https://www.dartsatlas.com/matches/DYmMVZqrTg47,Tom Riding,First,Colm Mc Girl,5,23,WON,60,60,85,115,95,72,10,4,,
Hammersmith,,,12-09-2025,Quarter-Final,https://www.dartsatlas.com/matches/DYmMVZqrTg47,Colm Mc Girl,Second,Tom Riding,5,21,LOST,100,60,65,85,40,83,21,,,
Hammersmith,,,12-09-2025,Quarter-Final,https://www.dartsatlas.com/matches/DYmMVZqrTg47,Tom Riding,Second,Colm Mc Girl,6,16,WON,140,41,100,84,128,8,,,,
Hammersmith,,,12-09-2025,Quarter-Final,https://www.dartsatlas.com/matches/DYmMVZqrTg47,Colm Mc Girl,First,Tom Riding,6,18,LOST,40,60,9,41,100,85,,,,
Hammersmith,,,12-09-2025,Quarter-Final,https://www.dartsatlas.com/matches/DYmMVZqrTg47,Tom Riding,First,Colm Mc Girl,7,22,WON,140,60,32,70,63,45,51,40,,
Hammersmith,,,12-09-2025,Quarter-Final,https://www.dartsatlas.com/matches/DYmMVZqrTg47,Colm Mc Girl,Second,Tom Riding,7,21,LOST,100,41,100,45,81,45,49,,,
Hammersmith,,,12-09-2025,Quarter-Final,https://www.dartsatlas.com/matches/ByPqwwy1gzjc,Connor Merrick,Second,Granit Beka,1,30,WON,26,23,65,120,42,55,24,26,60,60
Hammersmith,,,12-09-2025,Quarter-Final,https://www.dartsatlas.com/matches/ByPqwwy1gzjc,Granit Beka,First,Connor Merrick,1,30,LOST,97,41,140,65,53,90,0,0,11,0
Hammersmith,,,12-09-2025,Quarter-Final,https://www.dartsatlas.com/matches/ByPqwwy1gzjc,Connor Merrick,First,Granit Beka,2,25,WON,45,60,58,94,60,81,22,65,16,
Hammersmith,,,12-09-2025,Quarter-Final,https://www.dartsatlas.com/matches/ByPqwwy1gzjc,Granit Beka,Second,Connor Merrick,2,24,LOST,25,41,81,45,25,60,68,14,,
Hammersmith,,,12-09-2025,Quarter-Final,https://www.dartsatlas.com/matches/ByPqwwy1gzjc,Connor Merrick,Second,Granit Beka,3,22,WON,85,24,60,60,100,38,94,40,,
Hammersmith,,,12-09-2025,Quarter-Final,https://www.dartsatlas.com/matches/ByPqwwy1gzjc,Granit Beka,First,Connor Merrick,3,24,LOST,25,85,85,81,59,45,86,19,,
Hammersmith,,,12-09-2025,Quarter-Final,https://www.dartsatlas.com/matches/ByPqwwy1gzjc,Connor Merrick,First,Granit Beka,4,23,WON,57,59,59,76,41,79,71,59,,
Hammersmith,,,12-09-2025,Quarter-Final,https://www.dartsatlas.com/matches/ByPqwwy1gzjc,Granit Beka,Second,Connor Merrick,4,21,LOST,60,60,45,97,35,78,46,,,
Hammersmith,,,12-09-2025,Quarter-Final,https://www.dartsatlas.com/matches/Xo5vtrhNZnMT,Nick Ellis,First,Jaime Message,1,16,WON,100,180,100,58,47,16,,,,
Hammersmith,,,12-09-2025,Quarter-Final,https://www.dartsatlas.com/matches/Xo5vtrhNZnMT,Jaime Message,Second,Nick Ellis,1,15,LOST,121,60,60,55,45,,,,,
Hammersmith,,,12-09-2025,Quarter-Final,https://www.dartsatlas.com/matches/Xo5vtrhNZnMT,Nick Ellis,Second,Jaime Message,2,14,WON,140,100,180,28,53,,,,,
Hammersmith,,,12-09-2025,Quarter-Final,https://www.dartsatlas.com/matches/Xo5vtrhNZnMT,Jaime Message,First,Nick Ellis,2,15,LOST,78,45,11,100,45,,,,,
Hammersmith,,,12-09-2025,Quarter-Final,https://www.dartsatlas.com/matches/Xo5vtrhNZnMT,Nick Ellis,First,Jaime Message,3,16,WON,100,121,140,65,63,12,,,,
Hammersmith,,,12-09-2025,Quarter-Final,https://www.dartsatlas.com/matches/Xo5vtrhNZnMT,Jaime Message,Second,Nick Ellis,3,15,LOST,78,30,59,100,27,,,,,
Hammersmith,,,12-09-2025,Quarter-Final,https://www.dartsatlas.com/matches/Xo5vtrhNZnMT,Nick Ellis,Second,Jaime Message,4,22,WON,100,60,140,58,55,39,13,36,,
Hammersmith,,,12-09-2025,Quarter-Final,https://www.dartsatlas.com/matches/Xo5vtrhNZnMT,Jaime Message,First,Nick Ellis,4,24,LOST,41,41,140,61,45,26,28,26,,
Hammersmith,,,12-09-2025,Quarter-Final,https://www.dartsatlas.com/matches/FqAmNa8BGEQb,Rob Message,Second,Kirk Deruyter,1,18,LOST,30,70,70,59,140,92,,,,
Hammersmith,,,12-09-2025,Quarter-Final,https://www.dartsatlas.com/matches/FqAmNa8BGEQb,Kirk Deruyter,First,Rob Message,1,21,WON,46,60,58,180,97,20,40,,,
Hammersmith,,,12-09-2025,Quarter-Final,https://www.dartsatlas.com/matches/FqAmNa8BGEQb,Rob Message,First,Kirk Deruyter,2,24,LOST,30,45,95,45,55,55,40,125,,
Hammersmith,,,12-09-2025,Quarter-Final,https://www.dartsatlas.com/matches/FqAmNa8BGEQb,Kirk Deruyter,Second,Rob Message,2,22,WON,140,25,123,57,120,27,5,4,,
Hammersmith,,,12-09-2025,Quarter-Final,https://www.dartsatlas.com/matches/FqAmNa8BGEQb,Rob Message,Second,Kirk Deruyter,3,15,LOST,40,41,59,81,135,,,,,
Hammersmith,,,12-09-2025,Quarter-Final,https://www.dartsatlas.com/matches/FqAmNa8BGEQb,Kirk Deruyter,First,Rob Message,3,18,WON,93,125,95,95,57,36,,,,
Hammersmith,,,12-09-2025,Quarter-Final,https://www.dartsatlas.com/matches/FqAmNa8BGEQb,Rob Message,First,Kirk Deruyter,4,24,LOST,81,92,41,82,60,28,57,40,,
Hammersmith,,,12-09-2025,Quarter-Final,https://www.dartsatlas.com/matches/FqAmNa8BGEQb,Kirk Deruyter,Second,Rob Message,4,22,WON,58,43,81,43,135,24,101,16,,
